3334,5299
8451,52582
6958,12708
10026,57339
986,1559
7829,23073
9107,30869
616,911
8604,56997
6573,12883
3771,5772
9447,55907
7579,13100
7272,14497
2947,4684
3959,6249
813,1133
9362,25248
11100,27909
10891,50342
316,462
403,621
7291,13248
79,124
9376,20014
1334,2029
2478,3996
4594,7444
7550,14995
7718,14116
4547,7165
7046,48003
7970,20529
4685,7556
4815,8649
4848,7948
30,67
1498,2401
4934,9404
11067,33123
6228,11058
6990,12336
5396,8594
6124,10407
9141,23434
4345,6813
6461,70825
522,871
7255,13038
9454,18339
9278,50972
2443,3824
6728,23315
6789,50338
8142,20348
8267,16426
6376,72038
6553,13148
3519,5703
5960,10086
4801,8275
9103,39688
1956,2945
9910,37643
8084,15886
1525,2306
3466,5577
9119,24073
6182,10548
3078,4759
4916,7905
5330,9064
4288,6665
5537,9052
6266,10667
5645,9588
3575,5686
645,925
3545,5542
9975,25140
2354,3920
7597,81675
7729,70384
111,188
9283,18559
3128,5383
8206,26913
4659,7394
6821,13414
3037,4751
21,35
10031,23596
7292,52803
4812,7886
7375,14242
7512,13903
7731,14034
8874,17845
3788,6036
75,115
994,1470
9941,24783
9923,20577
3036,4665
117,233
186,262
4104,6906
4667,7781
10815,24078
6460,69334
2933,4592
6421,11203
7509,24685
7102,14081
7052,80338
3830,6466
668,1050
9398,21267
8451,59615
8098,15581
1183,1845
3896,6349
2845,4292
11353,53515
480,705
6357,12991
6385,10681
3282,4993
103,138
10230,28177
8832,33075
3604,5682
9286,22767
6295,12021
8229,15210
7990,22334
9393,26215
2572,3910
1235,1940
4213,6913
8624,16876
6650,11143
932,1469
5052,10763
5954,11843
6826,12363
716,1112
48,75
2889,4511
688,1143
17,23
9249,25891
7665,16064
6651,12275
7008,12632
5628,9199
6594,89257
4354,6913
5053,8868
4102,6437
8149,16502
5367,9134
8140,15043
2493,3944
7898,16602
8451,64868
7446,14400
7308,12560
9950,23282
8274,22161
7093,11922
2270,3644
9452,41935
9059,61945
8066,44641
3750,5855
8010,22926
8496,17278
7506,15445
9406,23825
2540,4042
4062,6748
4371,7139
1859,2950
6744,11871
880,1339
10,8
1305,2000
7405,30373
2654,4126
6272,13195
5438,8848
683,1031
60,101
8078,14461
457,707
2226,3275
4374,6995
1545,2715
5476,9066
4997,8179
2649,4243
7721,15179
6679,12844
153,240
1886,2898
7823,69504
1044,1478
10162,29573
9,12
11193,33533
10472,21962
4136,6370
4889,8181
2342,3791
7211,14487
10167,24604
7051,39870
10001,21702
931,1325
6204,10442
9668,18857
8227,18812
444,651
6094,9995
7660,83333
4192,6461
10809,56453
7034,41879
5724,9921
10390,37227
6652,13627
5332,8717
9573,39444
10124,27959
66,91
3311,5432
6641,11947
5890,10227
9414,17608
2037,3203
5606,9225
5426,9044
6645,11440
258,364
8508,36410
10712,22600
7257,16781
8820,68997
4712,8006
9808,21256
4258,6871
7920,15464
6903,14678
5363,9317
10853,29069
6173,10398
5747,9588
6206,10935
1099,1606
5102,8219
7548,15400
5600,9981
7939,16213
3001,4830
1893,3080
7487,50494
6828,11478
7297,15879
7967,58287
5019,7984
10966,26643
5150,8328
3878,6024
5825,60144
2412,3872
15,17
11076,51966
5370,8739
4965,8458
7532,60574
1581,2413
8450,67593
6613,12687
8510,15469
2599,4207
4,3
271,385
48,99
7992,16401
617,949
7983,53437
9045,55623
10037,50577
2861,4253
8752,53158
8807,29159
8241,61795
8704,20323
8314,16662
7762,14333
1038,1555
2743,4285
5503,9578
7117,110778
1125,1871
10355,34158
7704,13738
7171,29398
4928,8110
8926,22015
7763,15284
4636,8128
9981,44480
7222,13409
30,38
3311,5487
3954,6511
6431,11973
1095,1635
6778,14310
10814,24525
4429,8024
1673,2488
4475,7209
6354,10810
4631,7890
8075,21360
9693,26325
3598,5782
3053,4777
9070,19264
9880,27537
696,1121
10245,41213
4250,6619
10710,22283
2441,3658
204,282
6934,11947
732,1085
2,3
5400,8917
1710,2716
7987,15326
7816,15614
8825,48519
10472,65787
6775,11820
7097,14297
7322,25108
1529,2325
3263,4939
8814,21073
1619,2384
5027,8130
9740,32001
425,674
4220,7629
12098,35622
165,245
2992,4868
8161,54928
6645,12130
10851,27630
813,1228
8647,18190
9804,20131
11002,38930
7329,44743
8260,20297
8965,16936
4764,7822
8700,21727
6019,10506
7809,15509
4273,6617
6361,10629
6593,11448
2353,3575
5030,8067
4044,6217
10245,24279
11165,31708
6558,11462
9337,19461
58,106
7761,13944
4508,7500
5026,8832
2311,3910
8380,22211
6294,12182
7764,13841
4593,8384
6522,11443
2747,4421
3380,5375
7688,74245
10186,31032
7421,13398
858,1193
1692,2614
389,607
10536,40435
9650,20791
2903,4351
9735,66849
10682,50164
1267,2059
11054,41687
7579,12802
7246,12644
7151,55534
4692,7476
10967,44501
11339,48986
3971,7132
16,25
8985,66705
5393,8647
8636,22216
3938,6349
6208,11690
2552,3961
11180,30893
7777,13796
6621,12149
16,46
8273,18249
7051,13033
3146,5096
5417,9255
846,1368
4004,6584
6492,10995
6788,16576
14,23
423,643
6448,11761
7389,73270
3600,5627
116,212
6357,12095
2414,3984
8112,17785
1425,2268
9999,21421
10157,53330
1317,2003
9945,31284
1942,3100
8203,43672
6330,11055
3069,4670
5557,9897
7359,13113
9373,29476
9274,17566
1429,2109
7946,59463
4822,7677
8335,25037
3432,5380
9370,25787
9601,21773
4371,6830
10770,32917
5515,10756
8553,31222
9758,33726
4900,8228
10891,39249
6546,10997
5369,9139
435,712
4764,7910
7279,48199
2100,3424
9981,34547
11098,30252
1338,2077
5324,8764
8045,24265
10224,31911
2948,4305
3885,6195
1947,2941
5346,9327
6935,13092
7479,13397
6225,11248
5418,8768
5865,9557
7780,15081
3343,5030
8514,38229
871,1329
8216,16015
8797,17682
2122,3292
5213,8724
6413,11272
8598,18296
8802,19896
1453,2369
5258,8819
6774,61983
1306,1932
8869,18334
1089,1710
8403,17607
924,1566
10170,52976
4360,7283
154,221
4662,7677
6294,82609
4607,7529
7572,14853
8152,22229
3078,5054
1735,2664
10750,30803
4161,6627
6040,10198
9088,23115
909,1408
539,854
1957,2990
7057,12445
9779,23751
2988,4915
8976,79585
2867,4593
7157,13159
3180,5286
10735,23411
6074,10309
5545,9630
2589,4049
10031,25310
10149,39904
3421,6206
2289,3469
1703,2715
9334,27042
3261,5007
6258,12589
5325,8814
7664,15123
7954,14761
2151,3366
625,951
6040,9906
7426,16269
4033,6581
7824,68413
10394,26123
7764,33537
8340,17114
4687,12322
1014,1522
2332,3820
2335,3749
7858,43990
3822,6245
4306,7180
7409,70712
6571,13313
2799,4856
5947,10351
8652,15713
2237,3898
6906,11909
1334,2265
995,1370
3120,5205
78,131
7981,14442
10752,25267
5346,9799
5448,9316
6913,13406
4254,6851
1911,2966
1214,1827
7026,12416
1729,2674
8259,30942
1291,2038
7923,18728
9789,20516
7180,17166
4288,6727
1923,3008
7770,15512
8409,32239
3424,5471
10217,28334
9526,40738
177,285
2941,4655
5565,9698
9421,18362
3266,5442
38,51
7849,23636
5343,8957
11,25
6809,12032
6318,66890
4931,8294
8773,30068
857,1306
10227,22788
9931,35194
8869,63921
12530,32892
7946,16751
289,461
8026,17935
7919,75532
1222,1831
2984,4932
4920,8186
720,1109
9936,22140
589,897
10525,30802
7849,14801
4045,6706
4520,7040
451,791
8197,15845
3126,4888
8985,28058
5948,9679
4448,7101
4391,6843
2267,3634
1349,2058
6801,12073
9152,19552
635,1012
4672,7495
1796,2732
8371,15245
1778,2691
464,773
5286,9141
5339,9383
8679,18543
5532,9356
9801,23421
2842,4507
4956,8353
2211,3415
9983,21540
5615,9463
363,611
62,78
2968,4586
2555,3911
4911,8131
4268,7143
1663,2629
4234,7521
3097,4811
8361,41652
3623,6189
3500,5492
70,83
4533,7242
2677,4225
7491,94356
10782,26271
9900,23907
5585,9061
6809,69663
8952,24331
6289,73342
8241,39768
7986,73624
343,503
7237,15916
9730,21091
8969,19355
11434,29935
1709,2714
10701,40234
2899,4684
4858,7834
8546,16539
4241,6932
5850,9705
4384,7041
7119,12309
5745,10334
9517,20646
8082,17710
8574,16228
6,21
6861,11838
10806,31910
4229,6738
9302,20283
1100,1687
9886,42334
2299,4063
7646,60469
7236,73879
8399,15908
7514,15707
4314,6799
7271,16032
6781,68034
4293,7105
8946,17407
9715,21418
3172,4886
8364,49033
12384,66106
2812,4388
208,325
680,984
5200,8411
2733,4216
2473,3843
6891,13277
361,577
837,1376
8840,16482
7454,15113
3011,4769
1316,1972
1091,1802
9343,30444
5024,8282
6677,11879
5780,9412
3365,5429
2506,4441
9411,42288
61,106
3357,5177
10876,34928
10165,44995
4770,7958
3869,6284
9316,21512
3606,5856
1701,2571
7299,14064
6355,10502
10914,35382
9792,21402
8961,18150
2006,3074
155,239
4053,6480
9099,47837
4600,7644
7321,97609
152,218
1148,1836
6600,23524
10621,43140
5390,8586
7815,78209
8508,17245
1262,1914
186,259
7077,12902
6865,72410
8603,61708
2177,3376
113,223
3815,6128
8457,27270
5265,8914
6592,12406
8276,15724
2425,3747
6082,10428
5431,9011
7321,12870
4269,7044
35,67
10810,33990
6355,10735
6203,10259
9638,20691
7207,15496
2530,4101
5495,8973
3437,5333
3623,5734
3377,5398
2551,4003
8938,57162
4218,6760
6803,11954
5545,9799
5771,9887
4792,7680
16,22
1361,2040
5095,7997
884,1403
3486,5932
443,646
4150,7682
7414,52146
9453,17932
3761,6184
6538,14424
2814,4345
3692,5726
5431,9432
3,8
8765,66251
1346,2112
7416,12983
4862,8212
11182,27931
1386,2177
9951,21402
2599,4086
1848,2640
4467,7241
780,1199
125,190
6223,11323
9560,23296
7890,14500
11159,39383
11453,56888
7065,12844
6857,12628
8733,18417
8704,28629
4618,7377
6838,12190
2359,3666
11489,28489
9506,27998
2083,3574
2674,4129
1886,2914
7591,14184
8429,19162
9186,25419
2510,4008
1844,2829
5867,10472
6883,14431
7514,13781
1271,1931
8076,65580
6196,12074
6408,13704
6594,11326
7676,13637
4359,6880
41,53
7687,16453
2804,4465
7889,14169
3320,5159
3959,6382
8424,18853
10769,67186
7166,12436
7555,81611
3093,4629
3161,4878
6286,11072
2975,4932
6503,49955
2262,3342
1937,3049
2344,3581
10268,30743
7499,13427
7907,45561
10236,21535
7981,15767
6325,10969
8321,17791
9105,28683
6291,10429
9804,39284
10315,25043
342,497
11767,35013
7945,13516
1530,2308
7428,63979
5258,9490
4541,7131
7428,13785
6600,12302
1058,1610
8034,61535
10970,31222
31,42
6163,10744
8762,15982
4802,8051
7479,13585
3460,5441
2125,3236
7070,12675
420,603
5880,9654
1752,2845
6154,11380
2783,4405
11368,47852
9376,53755
10528,23266
51,97
3513,5527
5795,9709
3726,5871
7417,62896
8231,33551
9238,67060
11309,29776
5311,8932
4353,6656
9125,29636
3717,6039
2446,3772
3773,6111
11342,31947
854,1393
6369,10859
4414,7575
10536,24030
9290,21992
7045,12732
1832,2896
11838,39693
406,570
7098,12499
5858,10109
5689,9956
417,755
9045,19918
10225,20595
7265,23991
218,322
682,1050
4104,6336
5046,7912
4424,7190
8835,16987
7122,12011
1666,2575
5677,9518
3121,4935
90,161
6250,10765
10278,24119
7282,13774
8,11
4146,6634
7489,12842
6418,91730
3702,6256
8437,18774
9695,19727
9376,19079
10060,26688
2882,4253
9238,22554
8364,51207
8477,78010
3361,5493
5702,10280
94,142
498,782
5086,8172
20,25
630,1005
7110,12168
1187,1877
6060,10202
4252,6649
9856,19053
6629,11926
6067,10579
9767,54919
9264,38623
8401,17481
3757,5843
3180,4916
75,134
9850,45322
4765,8152
5615,9647
8918,26122
4069,6345
7515,14116
8587,62218
3873,6086
9245,26913
7321,12439
5350,9323
9228,58619
10527,32180
10822,27432
6728,11542
1983,3063
2345,3446
4060,6219
6305,11990
5084,8375
6776,11924
8598,68740
4229,6950
8047,15201
4830,7906
7776,14868
9004,16978
10577,33437
8868,19775
1198,1989
5827,9124
6453,12118
4537,7545
2171,3343
6530,86088
1989,3077
8267,17679
30,39
5153,8475
3127,5091
6201,11023
8482,66342
7563,13964
3943,6166
7489,42613
10796,66812
9749,59857
4151,6557
3861,5953
5787,9704
7644,63130
9200,23251
4103,6494
7425,13888
3826,6880
64,107
2627,4164
8758,44113
5101,9285
9523,46764
4650,7488
534,853
2818,4493
4120,6366
6382,21133
9413,25365
5885,9744
9238,26537
8784,45651
7935,14159
11035,35656
8804,21428
5850,9619
8918,19673
5607,9196
1054,1672
3088,4857
4106,6762
3466,5608
8110,18778
10460,25056
3275,5139
10143,23776
8990,22850
7671,14237
5372,9613
3263,5208
5118,9907
7105,66615
10148,21854
4398,7943
798,1296
1381,2260
3928,6703
8530,31733
5986,10073
8404,68883
6331,13240
8933,18975
4067,6535
5473,11126
6610,12600
7573,13174
2460,3849
2236,3338
2291,3547
4764,8314
3244,4891
2867,4574
5231,8630
7998,40990
9909,26784
8871,17378
1262,1824
9810,24767
204,378
7262,15497
1909,2840
9209,21929
373,560
9365,53691
9784,25885
2310,3785
8620,19573
3721,5932
348,514
5698,9559
6886,12254
8462,18403
10567,30255
8643,16028
1997,3057
1599,2522
1,3
1669,2702
7700,70065
1198,1896
6332,10969
8146,16876
2731,4525
2388,3626
7571,13580
4273,6836
6594,21858
2519,4285
9182,38425
2987,4884
10087,27301
10377,35167
5553,10359
3070,4530
7135,20201
8719,19577
2712,4400
4671,7415
8899,18888
6927,12716
3170,5255
8988,56882
6282,14297
5115,8622
3063,4653
3031,4709
97,124
2863,4419
10516,23799
8914,18926
8363,16101
9913,51748
8212,16133
2720,4100
10902,37627
7498,13231
6197,11956
8011,15190
6806,91295
9300,41123
4396,7244
4543,7504
7831,15499
3492,5413
3141,4917
8353,16022
8476,16386
3422,5487
4591,7603
3810,6054
4535,7582
5760,10322
6877,12225
9663,39897
5446,62478
2044,3127
8461,19292
10402,27727
8441,16844
9538,33425
4918,7951
10931,52562
3582,5530
9202,22885
9256,30071
3027,4685
4522,8282
1136,1744
1098,1723
9718,26313
4461,7265
8873,28955
10,10
2257,3771
6729,11699
9453,81190
8179,15557
2871,5075
7580,15347
894,1370
10021,43368
7481,15122
6474,13096
3290,5330
7139,78028
9707,20831
9,7
7316,62322
8334,69665
10032,21696
1801,2711
7677,13876
11029,36804
4952,8175
8263,16511
4413,7174
1641,2525
10387,51738
4954,9450
7543,13535
9491,67381
2495,3806
9743,22538
2024,3177
9507,43067
6443,11206
2068,3250
43,56
8738,17389
2408,3884
7043,13490
5796,9952
5235,8711
2430,3783
4250,6565
6535,11719
8762,18401
7483,13752
10136,23753
7851,14785
6343,11177
6401,13222
4478,7158
2280,3509
5709,9169
10503,48306
9514,21687
7930,49038
1528,2333
4768,7908
2069,3150
1013,1533
9083,22093
6976,33707
7094,12370
3613,5984
6332,10972
2,3
8454,15667
3944,6394
5607,9393
7023,11558
8696,17090
2758,4409
11982,30062
1819,2819
4461,7082
3683,5774
8370,46248
3,9
1000,1560
2584,4317
8051,14929
5541,11242
8942,75257
8905,19864
32,36
5250,8764
3896,6581
6142,10650
8868,20332
9338,36081
4335,6538
10786,49100
501,759
9071,22416
9294,24706
8737,17705
535,804
9787,35397
6888,75593
3498,5284
3423,5178
565,864
6430,10931
1081,1855
9249,64896
10358,25848
854,1400
4381,7262
7907,54668
46,78
2229,3242
1645,2481
8751,54267
4117,7778
2288,3619
8787,71003
1819,2830
10098,29694
4662,7647
8392,23928
3420,5384
9272,29265
9637,19521
2856,4227
8815,37472
3202,5529
7294,13320
4267,6950
10414,53349
4828,8082
2521,4065
52,66
4181,8006
5458,9012
2856,4794
9331,20560
7544,12772
5433,9954
617,880
4098,6595
2463,3719
7147,65921
10285,23366
9028,27414
7086,12679
6793,11703
1258,1894
11636,45470
8357,17545
1537,2304
1251,1876
5795,9850
4507,8390
3826,6013
1103,1721
4281,7002
85,125
9971,56000
5584,8980
8215,15162
8051,16019
6872,12440
7125,14189
4740,7644
4185,6447
9870,33239
2187,3441
7238,12307
9257,35472
2409,3839
3578,5762
8761,21484
6090,10576
9799,22900
2755,4156
9455,25578
8116,54356
2048,2859
2241,3466
1285,1989
8371,32205
10520,40599
4495,7191
5750,9644
9566,20598
10841,28439
9508,19213
8293,17943
1459,2210
8177,16586
5709,10569
6611,61070
4347,7166
210,309
6653,11503
9443,19654
3759,6027
7780,23733
6474,11371
10058,24267
2991,4736
4510,7597
9518,25309
5990,10673
4286,6754
6998,74810
2609,4118
124,180
9973,24777
5349,8843
5353,8579
4879,8474
8289,33862
10646,25200
2464,4064
7757,13132
8695,19854
1949,2883
8213,80089
3021,4972
10174,22775
3521,5704
6275,49033
5991,9657
6920,11695
8963,35249
7430,72852
5722,10059
8425,22352
2433,3667
2193,3399
4035,6569
9809,26089
6831,85663
7453,13445
10072,24496
7410,14435
9037,22616
10654,28990
864,1370
8303,32808
9294,21344
7443,45047
3671,5911
115,172
1234,1920
5413,9152
7548,72919
2506,3955
7041,13124
6740,81393
7566,35395
10431,48022
8672,19254
6185,11658
10463,49771
9674,34029
6292,10426
1107,1711
8115,27011
1872,2697
11382,26170
5816,10209
6417,10943
3692,6200
5357,9581
8556,57730
7364,12837
9967,27216
165,232
2711,4301
7803,15967
923,1324
1649,2524
8199,14718
2796,4301
4967,8406
7183,14583
2109,3233
1654,2558
8886,23328
2220,3436
4082,6420
3146,4870
8044,20987
153,245
3711,5937
3473,5401
10818,30125
9370,27765
2500,3970
7009,12428
973,1508
5191,8693
8222,16274
3924,6274
2565,4155
7430,17689
2618,4103
2265,3635
7671,59786
5654,9329
1029,1638
9854,49181
2,5
5888,10699
5777,9999
3434,5477
998,1431
6447,47488
485,725
7019,12406
4136,6505
1194,1833
8610,18965
3232,5149
2001,4210
607,919
8043,14402
7976,15457
5900,10148
11038,30002
7216,12423
2432,3687
9129,17767
1111,1706
4632,7187
3489,5510
8147,48061
6200,10438
11933,51365
709,1090
7945,16716
7653,13766
7758,15904
4906,7843
2417,3805
40,47
4781,8256
8337,22236
9376,43597
7214,14115
1909,2833
10200,28209
1494,2241
842,1261
4689,8110
6575,11859
2623,4171
7018,14452
4987,8601
1426,2230
6711,12451
7656,71856
3427,5414
3622,5905
1219,1931
3416,5228
10883,28677
4008,6938
2006,3188
517,831
10181,23820
5792,11258
4501,7260
7331,85729
701,1085
6404,61589
7714,14801
9768,34752
8819,19880
9788,23293
7068,12690
867,1302
3691,5883
4783,7427
2411,3882
3923,6415
7244,12430
9066,17733
5291,9028
7781,14429
8,5
8262,16045
589,912
6536,54385
7883,24349
8629,16824
8801,17453
8379,62220
6047,10581
6682,10995
2788,4410
2184,3790
5792,10081
4004,6648
7457,13002
3889,6034
8333,15578
2438,3918
7332,12257
4255,6902
8055,16318
10843,36011
8613,33708
4938,8315
5117,8377
2258,3757
1277,1941
6499,11151
1698,2503
1908,2959
6586,34209
8562,18393
8470,17869
7292,60520
1297,1833
10808,27500
8023,16452
2404,3720
9295,18962
8433,15859
4022,6466
5768,10249
1258,2031
2027,3104
2203,3441
2560,3903
6686,12899
5028,8123
1935,2831
4496,7703
5446,9041
5533,9884
465,772
8307,23692
2482,3754
6520,14259
5807,9649
7578,13986
5789,10771
106,145
79,115
2262,3600
10901,23038
6646,11703
6527,12449
8829,30294
10932,29223
6446,15511
3415,5534
4681,7703
3681,6708
9934,34507
2704,4435
7065,31160
8387,16483
2263,3274
3680,6120
5903,63871
7187,12394
2617,4019
895,1323
7914,50412
878,1368
8551,15533
5,8
890,1443
5673,9233
9877,26386
2080,3212
2645,3925
5092,8422
4752,7599
4779,8254
6312,10550
2476,3846
2422,3637
9687,35782
7604,14501
4438,6904
3893,6239
6511,24230
3668,6139
2078,3431
10080,74998
7807,18212
6894,67041
3665,6013
438,727
6736,13390
3378,5216
2033,3512
3511,5673
8563,17061
1589,2431
8120,19825
10967,31325
6953,11598
1095,1758
9234,27647
8207,67938
3513,5749
3226,5592
8500,24910
10559,27075
2099,3242
8166,17129
2292,3685
1151,1811
8113,16879
2425,3845
10864,44695
3192,4941
1270,1981
3047,4630
6306,10401
7259,12492
9231,20048
2254,3580
5641,9766
7369,14271
8180,16219
8213,19079
8142,31841
6774,11674
73,136
9527,49080
1218,1854
11210,33996
6651,12211
8494,66585
7735,22746
8158,37626
7284,13757
389,557
7625,15659
3286,4990
4295,7278
7045,12823
5743,9876
5432,9209
6580,10682
6793,84952
4774,7849
2912,4649
300,437
28,33
8436,47077
3223,4997
8586,18085
9506,18570
3763,6279
8145,17007
10088,45526
7916,15775
8394,17136
8594,61166
4048,6415
8784,17896
1651,2683
5752,9974
8530,15675
8654,46684
70,124
557,839
9481,53366
11096,33499
73,117
6912,11894
2859,4388
11229,26255
8626,23113
9505,19277
10286,24148
5093,8957
10518,29034
2342,3616
4376,7108
6180,10653
7322,12836
75,106
9951,24069
10085,25709
18,20
5052,8286
8496,35292
6919,65917
